title,japanese_title,english_title,type,episodes,status,aired,premiered,broadcast,source,duration,rating,score,ranked,popularity,members,favorites,image_url
Little Witch Academia,リトルウィッチアカデミア,,Movie,1,Finished Airing,"Mar 2, 2013",,,,26 min.,PG-13 - Teens 13 or older,7.79,#1057,#806,"317,769","1,369",https://cdn.myanimelist.net/r/50x70/images/anime/2/42989.jpg?s=c45b9341254da060ab4161472d5f06a1
Kuroko no Basket: Tip Off,黒子のバスケ 第22.5Q 「Tip Off」,Kuroko's Basketball: Tip Off,Special,1,Finished Airing,"Feb 22, 2013",,,Manga,23 min.,PG-13 - Teens 13 or older,7.79,#1056,#2100,"107,997",88,https://cdn.myanimelist.net/r/50x70/images/anime/10/76803.jpg?s=32883fa9a5a1ec1505e59d17b5777745
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,小林さんちのメイドラゴンＳ ニッポンのおもてなし（アテンドはドラゴンです）,Miss Kobayashi's Dragon Maid S: Japanese Hospitality (The Attendant is a Dragon),Special,1,Finished Airing,"Jan 19, 2022",,,Manga,23 min.,PG-13 - Teens 13 or older,7.79,#1055,#2574,"78,309",287,https://cdn.myanimelist.net/r/50x70/images/anime/1557/137227.jpg?s=84592a1903d7181517b1b07cd35e3938
Jormungand,ヨルムンガンド,Jormungand,TV,12,Finished Airing,"Apr 11, 2012 to Jun 27, 2012",Spring 2012,Wednesdays at 00:30 (JST),Manga,24 min. per ep.,R+ - Mild Nudity,7.79,#1054,#659,"378,178","3,158",https://cdn.myanimelist.net/r/50x70/images/anime/11/73280.jpg?s=13045ad6848568c04fe978a66cbf9b2e
Planetarian: Hoshi no Hito,planetarian～星の人～,Planetarian: Storyteller of the Stars,Movie,1,Finished Airing,"Sep 3, 2016",,,,1 hr. 56 min.,PG-13 - Teens 13 or older,7.8,#1053,#3250,"51,262",219,https://cdn.myanimelist.net/r/50x70/images/anime/1705/143385.jpg?s=542ba2b0181120de3c59c005164e8b1f
Overlord Movie 3: Sei Oukoku-hen,劇場版「オーバーロード」聖王国編,Overlord: The Sacred Kingdom,Movie,1,Finished Airing,"Sep 20, 2024",,,Light novel,2 hr. 15 min.,R - 17+ (violence & profanity),7.8,#1052,#2633,"75,162",324,https://cdn.myanimelist.net/r/50x70/images/anime/1954/144101.jpg?s=811a052fe3c6082e95e46e302d774539
New Initial D Movie: Legend 1 - Kakusei,新劇場版　頭文字［イニシャル］D Legend1 -覚醒-,Initial D Legend 1 Awakening,Movie,1,Finished Airing,"Aug 24, 2014",,,Manga,1 hr. 2 min.,PG-13 - Teens 13 or older,7.8,#1051,#3695,"41,029",84,https://cdn.myanimelist.net/r/50x70/images/anime/7/75648.jpg?s=881bb8d0f952b8cec40bfae54881d395
City Hunter 3,シティーハンター3,,TV,13,Finished Airing,"Oct 15, 1989 to Jan 21, 1990",Fall 1989,Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.8,#1034,#4811,"23,217",51,https://cdn.myanimelist.net/r/50x70/images/anime/1147/94393.jpg?s=7746a11143e7bc630b1ea065fde54aed
Blue Period,ブルーピリオド,Blue Period,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01:25 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.8,#1033,#482,"493,714","6,402",https://cdn.myanimelist.net/r/50x70/images/anime/1757/116931.jpg?s=7787062cb53338fc66dc5f4648ccf9f2
Beastars,BEASTARS,,TV,12,Finished Airing,"Oct 10, 2019 to Dec 26, 2019",Fall 2019,Thursdays at 00:55 (JST),Manga,22 min. per ep.,R - 17+ (violence & profanity),7.8,#1032,#206,"895,271","9,997",https://cdn.myanimelist.net/r/50x70/images/anime/1713/145599.jpg?s=a934748413b71d6274efe12646fafc6f
Baby Steps,ベイビーステップ,,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",Spring 2014,Unknown,Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.8,#1031,#1639,"150,164",848,https://cdn.myanimelist.net/r/50x70/images/anime/5/63361.jpg?s=96eda98ed145f8e11ea20f7fc54c9641
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,劇場版 蒼き鋼のアルペジオ ‐アルス・ノヴァ‐ Cadenza,,Movie,1,Finished Airing,"Oct 3, 2015",,,Manga,1 hr. 44 min.,PG-13 - Teens 13 or older,7.8,#1030,#4158,"32,273",126,https://cdn.myanimelist.net/r/50x70/images/anime/2/74665.jpg?s=93db18c334259fbcd679ca6c24c0edec
Yuukoku no Moriarty OVA,憂国のモリアーティ,Moriarty the Patriot OVA,OVA,2,Finished Airing,"Apr 27, 2022",,",",Manga,23 min. per ep.,R - 17+ (violence & profanity),7.8,#1029,#3566,"43,742",166,https://cdn.myanimelist.net/r/50x70/images/anime/1158/119868.jpg?s=411ca3f97b625face940e41b24f592e5
Tamayura: Sotsugyou Shashin Part 3 - Akogare,たまゆら～卒業写真～ 第3部 憧-あこがれ-,,Movie,1,Finished Airing,"Nov 28, 2015",,,,51 min.,G - All Ages,7.8,#1028,#6503,"10,877",12,https://cdn.myanimelist.net/r/50x70/images/anime/10/76022.jpg?s=01e9ce9367acb5b3f8a0bd8f6ad9a885
Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,映画スター☆トゥインクルプリキュア 星のうたに想いをこめて,,Movie,1,Finished Airing,"Oct 19, 2019",,,,1 hr. 12 min.,G - All Ages,7.8,#1027,#8983,"4,855",19,https://cdn.myanimelist.net/r/50x70/images/anime/1324/101596.jpg?s=e45d23b0730e728b13c3d0c4b28fd299
Slayers Try,スレイヤーズ TRY,,TV,26,Finished Airing,"Apr 4, 1997 to Sep 26, 1997",Spring 1997,Fridays at 18:30 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7.8,#1026,#3083,"56,913",236,https://cdn.myanimelist.net/r/50x70/images/anime/1262/139054.jpg?s=8ea5c43a3423266624c389d981cbefa8
Shingeki no Kyojin: Chronicle,進撃の巨人 〜クロニクル〜,Attack on Titan: Chronicle,Movie,1,Finished Airing,"Jul 17, 2020",,",",Manga,2 hr.,R - 17+ (violence & profanity),7.8,#1025,#2324,"92,394",237,https://cdn.myanimelist.net/r/50x70/images/anime/1786/110717.jpg?s=ade1ab74d884c36d3f8004ce0955d430
Shadows House,シャドーハウス,Shadows House,TV,13,Finished Airing,"Apr 11, 2021 to Jul 4, 2021",Spring 2021,Sundays at 00:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.8,#1024,#984,"263,483","2,170",https://cdn.myanimelist.net/r/50x70/images/anime/1424/113342.jpg?s=730a21e6f8de4e8fffde8815f4792a6f
Seto no Hanayome OVA,瀬戸の花嫁 OVA,My Bride is a Mermaid OVA,OVA,2,Finished Airing,"Nov 3, 2008 to Jan 5, 2009",,,Manga,29 min. per ep.,PG-13 - Teens 13 or older,7.8,#1023,#3141,"54,856",29,https://cdn.myanimelist.net/r/50x70/images/anime/6/22426.jpg?s=eba2392ddc36627df0cc04735aba46a6
Yuru Yuri♪♪,ゆるゆり♪♪,YuruYuri: Happy Go Lily ♪♪,TV,12,Finished Airing,"Jul 3, 2012 to Sep 18, 2012",Summer 2012,Unknown,Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.81,#1022,#1332,"191,271",969,https://cdn.myanimelist.net/r/50x70/images/anime/8/75174.jpg?s=4bf13a7f7c3ada3fc4b13601a73f9e0d
Working'!!,ワーキング’！！,Wagnaria!!2,TV,13,Finished Airing,"Oct 1, 2011 to Dec 24, 2011",Fall 2011,Unknown,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,7.81,#1021,#952,"269,919",464,https://cdn.myanimelist.net/r/50x70/images/anime/3/75263.jpg?s=9d6d204e54b7a7ec2c6183478a722917
Uma Musume: Pretty Derby - Road to the Top,ウマ娘 プリティーダービー Road to the Top,,ONA,4,Finished Airing,"Apr 16, 2023 to May 7, 2023",,,,25 min. per ep.,PG-13 - Teens 13 or older,7.81,#1020,#5722,"15,015",90,https://cdn.myanimelist.net/r/50x70/images/anime/1102/135552.jpg?s=beaebe01d220e5159e3e3b77389cfac0
Tasogare Otome x Amnesia,黄昏乙女×アムネジア,Dusk Maiden of Amnesia,TV,12,Finished Airing,"Apr 9, 2012 to Jun 25, 2012",Spring 2012,Mondays at 00:30 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.81,#1019,#583,"417,339","4,682",https://cdn.myanimelist.net/r/50x70/images/anime/12/64435.jpg?s=08f8249028b93b75ec29f1e5a44ab88c
Tanaka-kun wa Itsumo Kedaruge,田中くんはいつもけだるげ,Tanaka-kun is Always Listless,TV,12,Finished Airing,"Apr 9, 2016 to Jun 25, 2016",Spring 2016,Saturdays at 22:00 (JST),Web manga,24 min. per ep.,PG-13 - Teens 13 or older,7.81,#1018,#495,"480,194","4,352",https://cdn.myanimelist.net/r/50x70/images/anime/1189/111994.jpg?s=eae5c331957daf8b11e220209f99ae04
Shingeki no Kyojin Movie 1: Guren no Yumiya,劇場版「進撃の巨人」前編～紅蓮の弓矢～,Attack on Titan: Crimson Bow and Arrow,Movie,1,Finished Airing,"Nov 22, 2014",,",",Manga,1 hr. 58 min.,R - 17+ (violence & profanity),7.81,#1017,#1791,"133,704",234,https://cdn.myanimelist.net/r/50x70/images/anime/7/63283.jpg?s=224159b7a03f51cdc626d0601eae3b30
Sekaiichi Hatsukoi 2,世界一初恋 2,Sekai Ichi Hatsukoi - World's Greatest First Love 2,TV,12,Finished Airing,"Oct 8, 2011 to Dec 24, 2011",Fall 2011,Saturdays at 01:05 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.81,#1016,#1554,"160,628",725,https://cdn.myanimelist.net/r/50x70/images/anime/8/34871.jpg?s=a9b7b67fddd3262cce614248421bfeef
Oomuro-ke: Dear Sisters,大室家 dear sisters,,Movie,1,Finished Airing,"Feb 2, 2024",,,Manga,43 min.,PG-13 - Teens 13 or older,7.81,#1015,#5579,"15,996",73,https://cdn.myanimelist.net/r/50x70/images/anime/1401/140053.jpg?s=654d18b048496e550090292fc1dd60e3
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,マッシュル-MASHLE- 神覚者候補選抜試験編,Mashle: Magic and Muscles The Divine Visionary Candidate Exam Arc,TV,12,Finished Airing,"Jan 6, 2024 to Mar 30, 2024",Winter 2024,Saturdays at 23:30 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.81,#1014,#585,"416,018","1,951",https://cdn.myanimelist.net/r/50x70/images/anime/1912/140804.jpg?s=d686a4a1050737f91767c0294da4bd11
Little Witch Academia (TV),リトルウィッチアカデミア,Little Witch Academia,TV,25,Finished Airing,"Jan 9, 2017 to Jun 26, 2017",Winter 2017,Mondays at 00:00 (JST),,24 min. per ep.,G - All Ages,7.81,#1013,#333,"667,962","7,841",https://cdn.myanimelist.net/r/50x70/images/anime/1520/147248.jpg?s=524aa5e2d743dd8f1eccd339f676d99a
Gungrave,ガングレイヴ,Gungrave,TV,26,Finished Airing,"Oct 7, 2003 to Mar 30, 2004",Fall 2003,Tuesdays at 01:30 (JST),,25 min. per ep.,R - 17+ (violence & profanity),7.81,#1012,#1292,"196,897","2,446",https://cdn.myanimelist.net/r/50x70/images/anime/11/75724.jpg?s=6b33813d0b97727b3a3acffe48119a5d
Goku Sayonara Zetsubou Sensei,獄・さよなら絶望先生,Goodbye Mr. Despair OAD,OVA,3,Finished Airing,"Oct 17, 2008 to Feb 17, 2009",,,Manga,25 min. per ep.,R - 17+ (violence & profanity),7.81,#1011,#2847,"66,170",86,https://cdn.myanimelist.net/r/50x70/images/anime/10/14336.jpg?s=37a5b19efe5d25113401ddf442be4738
Go! Princess Precure,Go! プリンセスプリキュア,Go! Princess Pretty Cure,TV,50,Finished Airing,"Feb 1, 2015 to Jan 31, 2016",Winter 2015,Sundays at 08:30 (JST),,24 min. per ep.,G - All Ages,7.81,#1010,#5093,"20,277",352,https://cdn.myanimelist.net/r/50x70/images/anime/10/88625.jpg?s=c1b8cdd6cdf7f497dba30e433e532d09
Free! Movie 5: The Final Stroke - Kouhen,劇場版 Free!-the Final Stroke-,Free! the Final Stroke: The Second Volume,Movie,1,Finished Airing,"Apr 22, 2022",,,,1 hr. 45 min.,PG-13 - Teens 13 or older,7.81,#1009,#4124,"32,980",206,https://cdn.myanimelist.net/r/50x70/images/anime/1417/124151.jpg?s=8fa6dab1e26e1038323e9fb47780e3ad
Capeta,カペタ,,TV,52,Finished Airing,"Oct 4, 2005 to Sep 26, 2006",Fall 2005,Tuesdays at 18:00 (JST),Manga,23 min. per ep.,PG - Children,7.81,#1008,#4384,"28,712",312,https://cdn.myanimelist.net/r/50x70/images/anime/5/17667.jpg?s=f3fed07e1bde93a2afbb34d292b5760b
Bungou Stray Dogs,文豪ストレイドッグス,Bungo Stray Dogs,TV,12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016",Spring 2016,Thursdays at 01:05 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.81,#1007,#90,"1,458,723","28,100",https://cdn.myanimelist.net/r/50x70/images/anime/3/79409.jpg?s=2885c50dd479ff9260ca95f5e1b786d6
Bishoujo Senshi Sailor Moon Cosmos Movie,劇場版 美少女戦士セーラームーンCosmos,Pretty Guardian Sailor Moon Cosmos the Movie,Movie,2,Finished Airing,"Jun 9, 2023 to Jun 30, 2023",,,Manga,1 hr. 20 min. per ep.,PG-13 - Teens 13 or older,7.81,#1006,#5878,"13,966",115,https://cdn.myanimelist.net/r/50x70/images/anime/1388/133092.jpg?s=3d11d7af5f41b982ce7f8386f6cba6b5
Akage no Anne,赤毛のアン,Anne of Green Gables,TV,50,Finished Airing,"Jan 7, 1979 to Dec 30, 1979",Winter 1979,Sundays at 19:30 (JST),,25 min. per ep.,G - All Ages,7.81,#1005,#3942,"35,777",873,https://cdn.myanimelist.net/r/50x70/images/anime/1365/115824.jpg?s=aabbd34df277f005c925d468d90b591a
Id:Invaded,ID:INVADED イド:インヴェイデッド,ID: INVADED,TV,13,Finished Airing,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,Mondays at 00:30 (JST),,24 min. per ep.,R - 17+ (violence & profanity),7.82,#1004,#636,"391,511","3,006",https://cdn.myanimelist.net/r/50x70/images/anime/1889/105337.jpg?s=4e24f54ed0bed57a069a07ca35e53a6e
Hug tto! Precure,HuGっと！プリキュア,,TV,49,Finished Airing,"Feb 4, 2018 to Jan 27, 2019",Winter 2018,Sundays at 08:30 (JST),,24 min. per ep.,G - All Ages,7.82,#1003,#5302,"18,386",276,https://cdn.myanimelist.net/r/50x70/images/anime/1220/92883.jpg?s=00f9fcafe63684de52244aacace6a12a
Haikyuu!! (OVA),ハイキュー!!,,OVA,10,Finished Airing,"Mar 4, 2020",,,Manga,2 min. per ep.,PG-13 - Teens 13 or older,7.82,#1002,#4047,"34,086",60,https://cdn.myanimelist.net/r/50x70/images/anime/1618/102929.jpg?s=7b63f611cfdb49bbf07009cf1bc00e31
Grisaia no Meikyuu: Caprice no Mayu 0,グリザイアの迷宮 カプリスの繭0,The Labyrinth of Grisaia: The Cocoon of Caprice 0,TV Special,1,Finished Airing,"Apr 12, 2015",,,,47 min.,R+ - Mild Nudity,7.82,#1001,#1082,"238,822",713,https://cdn.myanimelist.net/r/50x70/images/anime/1278/112633.jpg?s=62bb4c8d175f7b1c715b277f66b18904
One Piece Film: Red,ONE PIECE FILM RED,One Piece Film: Red,Movie,1,Finished Airing,"Aug 6, 2022",,,Manga,1 hr. 55 min.,PG-13 - Teens 13 or older,7.82,#984,#1342,"189,779","1,680",https://cdn.myanimelist.net/r/50x70/images/anime/1668/125323.jpg?s=b95af7527a5747070bf6cef4f310e970
Ojamajo Doremi Na-i-sho,おジャ魔女どれみ ナ・イ・ショ,,OVA,13,Finished Airing,"Jun 26, 2004 to Dec 11, 2004",,,,25 min. per ep.,G - All Ages,7.82,#983,#6236,"12,006",109,https://cdn.myanimelist.net/r/50x70/images/anime/1986/99238.jpg?s=5bfe17a0d14fc4c06590dc29ac7b58d3
Nige Jouzu no Wakagimi,逃げ上手の若君,The Elusive Samurai,TV,12,Finished Airing,"Jul 6, 2024 to Sep 28, 2024",Summer 2024,Saturdays at 23:30 (JST),Manga,23 min. per ep.,R - 17+ (violence & profanity),7.82,#982,#1498,"167,588",712,https://cdn.myanimelist.net/r/50x70/images/anime/1386/140401.jpg?s=a180190230016c65607feab53dec1937
New Initial D Movie: Legend 2 - Tousou,新劇場版　頭文字［イニシャル］D Legend2 -闘走-,Initial D Legend 2 Racer,Movie,1,Finished Airing,"May 23, 2015",,,Manga,1 hr. 1 min.,PG-13 - Teens 13 or older,7.82,#981,#4099,"33,283",48,https://cdn.myanimelist.net/r/50x70/images/anime/6/72246.jpg?s=902512162bda38585db5c78e8b283447
Mairimashita! Iruma-kun 3rd Season,魔入りました！入間くん,Welcome to Demon School! Iruma-kun Season 3,TV,21,Finished Airing,"Oct 8, 2022 to Mar 4, 2023",Fall 2022,Saturdays at 18:25 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.82,#980,#1214,"212,111","1,294",https://cdn.myanimelist.net/r/50x70/images/anime/1688/128720.jpg?s=c4cbe566c6429b360e519a2fccdfb051
Madogiwa no Totto-chan,窓ぎわのトットちゃん,"Totto-chan, the Little Girl at the Window",Movie,1,Finished Airing,"Dec 8, 2023",,,,1 hr. 53 min.,PG-13 - Teens 13 or older,7.82,#979,#9941,"3,552",9,https://cdn.myanimelist.net/r/50x70/images/anime/1001/139067.jpg?s=adb39b320a7930f3cb2981829b00c89f
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,劇場版「黒子のバスケ」ウインターカップ総集編～扉の向こう～,Winter Cup Highlights Episode 3 – Winter Cup Highlights -Crossing the Door-,Movie,1,Finished Airing,"Dec 3, 2016",,,Manga,1 hr. 28 min.,PG-13 - Teens 13 or older,7.82,#978,#3489,"45,407",38,https://cdn.myanimelist.net/r/50x70/images/anime/7/80729.jpg?s=6618d5f11807829ae13e9ed32312897f
Kidou Senshi Gundam: Senkou no Hathaway,機動戦士ガンダム 閃光のハサウェイ,Mobile Suit Gundam: Hathaway,Movie,1,Finished Airing,"Jun 11, 2021",,,,1 hr. 35 min.,PG-13 - Teens 13 or older,7.82,#977,#3611,"42,738",340,https://cdn.myanimelist.net/r/50x70/images/anime/1195/115685.jpg?s=41d94f33600f514f4e01fa0edd4244b5
Kara no Kyoukai Movie 4: Garan no Dou,劇場版 空の境界 the Garden of sinners 第四章『伽藍の洞』,The Garden of Sinners Chapter 4: The Hollow Shrine,Movie,1,Finished Airing,"May 24, 2008",,,Light novel,46 min.,R - 17+ (violence & profanity),7.82,#976,#1175,"220,955",319,https://cdn.myanimelist.net/r/50x70/images/anime/9/21736.jpg?s=369774387d8c736b5a51d6710eca6818
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,お隣の天使様にいつの間にか駄目人間にされていた件,The Angel Next Door Spoils Me Rotten,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,Saturdays at 22:30 (JST),Light novel,23 min. per ep.,PG-13 - Teens 13 or older,7.83,#975,#691,"361,161","5,955",https://cdn.myanimelist.net/r/50x70/images/anime/1240/133638.jpg?s=125cbf04d29d258bd0fb1de252fc7824
Michiko to Hatchin,ミチコとハッチン,Michiko & Hatchin,TV,22,Finished Airing,"Oct 16, 2008 to Mar 19, 2009",Fall 2008,Unknown,,22 min. per ep.,R - 17+ (violence & profanity),7.83,#974,#1221,"210,156","2,527",https://cdn.myanimelist.net/r/50x70/images/anime/10/59535.jpg?s=1eb6b476bdd34a10b8da8c6603336f55
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,この素晴らしい世界に祝福を！ 第11話 この素晴らしいチヨーカーに祝福を！,KonoSuba: God's Blessing on This Wonderful World! - God's Blessing on This Wonderful Choker!,OVA,1,Finished Airing,"Jun 24, 2016",,,Light novel,23 min.,PG-13 - Teens 13 or older,7.83,#973,#572,"424,335",681,https://cdn.myanimelist.net/r/50x70/images/anime/1649/98516.jpg?s=ca95a8c0e9cc9cfd9d232171ab599256
"Komi-san wa, Comyushou desu.",古見さんは、コミュ症です。,Komi Can't Communicate,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021",Fall 2021,Thursdays at 00:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.83,#972,#192,"941,756","12,194",https://cdn.myanimelist.net/r/50x70/images/anime/1899/117237.jpg?s=0973a9cceca514f0bfe5a8d1c68feafc
Jibaku Shounen Hanako-kun,地縛少年花子くん,Toilet-Bound Hanako-kun,TV,12,Finished Airing,"Jan 10, 2020 to Mar 27, 2020",Winter 2020,Fridays at 01:58 (JST),Manga,24 min. per ep.,PG-13 - Teens 13 or older,7.83,#971,#365,"626,419","12,188",https://cdn.myanimelist.net/r/50x70/images/anime/1050/111687.jpg?s=7b7b9b84ca3645e8a525379422fd39c9
Hidamari Sketch x 365,ひだまりスケッチ×365,Hidamari Sketch x 365,TV,13,Finished Airing,"Jul 4, 2008 to Sep 26, 2008",Summer 2008,Fridays at 01:25 (JST),4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,7.83,#970,#4070,"33,665",177,https://cdn.myanimelist.net/r/50x70/images/anime/1571/134092.jpg?s=041fb677dee329e23bc24ae663b06a92
Hanasaku Iroha Movie: Home Sweet Home,劇場版 花咲くいろは HOME SWEET HOME,Hanasaku Iroha the Movie: Home Sweet Home,Movie,1,Finished Airing,"Mar 9, 2013",,,,1 hr. 6 min.,PG-13 - Teens 13 or older,7.83,#969,#2295,"94,247",102,https://cdn.myanimelist.net/r/50x70/images/anime/9/70701.jpg?s=d5d90fa1c7ca8b27c171b9899a21b69c
Haikyuu!! Riku vs. Kuu,ハイキュー!! 陸VS空,Haikyu!! Land vs. Air,OVA,2,Finished Airing,"Jan 22, 2020",,",",Manga,22 min. per ep.,PG-13 - Teens 13 or older,7.83,#968,#797,"321,922",636,https://cdn.myanimelist.net/r/50x70/images/anime/1527/102671.jpg?s=2175c53a61cf5b530f8bca987a86a392
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,劇場版 あの日見た花の名前を僕達はまだ知らない。,Anohana: The Flower We Saw That Day The Movie,Movie,1,Finished Airing,"Aug 31, 2013",,,,1 hr. 39 min.,PG-13 - Teens 13 or older,7.83,#967,#862,"302,997",629,https://cdn.myanimelist.net/r/50x70/images/anime/5/49993.jpg?s=2ff40db2548097cc9938d64b861e48d2
91 Days,91Days,91 Days,TV,12,Finished Airing,"Jul 9, 2016 to Oct 1, 2016",Summer 2016,Saturdays at 01:55 (JST),,24 min. per ep.,R - 17+ (violence & profanity),7.83,#966,#281,"753,450","8,312",https://cdn.myanimelist.net/r/50x70/images/anime/13/80515.jpg?s=41658544d7fb3927ff22f361b3ac9260
Yuusha-Ou GaoGaiGar,勇者王ガオガイガー,King of Braves GaoGaiGar,TV,49,Finished Airing,"Feb 1, 1997 to Jan 31, 1998",Winter 1997,Saturdays at 17:00 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.83,#965,#4790,"23,437",365,https://cdn.myanimelist.net/r/50x70/images/anime/12/21183.jpg?s=364ce582ca31cec47877141fab00e667
Umibe no Étranger,海辺のエトランゼ,The Stranger by the Shore,Movie,1,Finished Airing,"Sep 11, 2020",,,Manga,58 min.,R+ - Mild Nudity,7.83,#964,#1346,"189,094","2,931",https://cdn.myanimelist.net/r/50x70/images/anime/1668/108792.jpg?s=5554f6333db520913b74135fb4eb4fdc
Tteotda Keunyeo!!,떳다 그녀!!,There She Is!!,ONA,5,Finished Airing,"Apr 20, 2003 to Dec 9, 2008",,,,4 min. per ep.,G - All Ages,7.83,#963,#4647,"25,214",154,https://cdn.myanimelist.net/r/50x70/images/anime/2/29995.jpg?s=57f6168559a68bb8f7e410b6b0d9e287
Trigun Stampede,TRIGUN STAMPEDE,Trigun Stampede,TV,12,Finished Airing,"Jan 7, 2023 to Mar 25, 2023",Winter 2023,Saturdays at 23:00 (JST),Manga,23 min. per ep.,PG-13 - Teens 13 or older,7.83,#962,#1245,"205,301","2,365",https://cdn.myanimelist.net/r/50x70/images/anime/1426/129194.jpg?s=b0f06fac398853183ae5ad75c25e98ca
Tiger & Bunny,TIGER & BUNNY （タイガー・アンド・バニー）,Tiger & Bunny,TV,25,Finished Airing,"Apr 3, 2011 to Sep 18, 2011",Spring 2011,Sundays at 01:58 (JST),,24 min. per ep.,PG-13 - Teens 13 or older,7.83,#961,#1116,"232,100","2,995",https://cdn.myanimelist.net/r/50x70/images/anime/13/29466.jpg?s=a3894a3446d05a6f29e67c3649d0d2ea
